sku,year,make,model
sku448,1991,make38,model467
sku893,1995,make19,model96
sku217,2003,make14,model139
sku655,2009,make35,model211
sku423,1996,make20,model59
sku189,2008,make35,model425
sku816,1990,make10,model202
sku935,2011,make46,model191
sku953,2005,make16,model423
sku885,2006,make2,model51
sku227,1997,make19,model441
sku106,1991,make16,model264
sku344,2006,make33,model267
sku446,1997,make20,model131
sku342,2003,make34,model138
sku480,2003,make33,model216
sku231,2013,make14,model58
sku655,1997,make11,model441
sku612,2004,make39,model359
sku651,1991,make13,model497
sku749,2011,make27,model97
sku219,2011,make23,model281
sku480,1992,make42,model480
sku692,2001,make20,model462
sku466,2006,make2,model61
sku981,1996,make1,model296
sku847,2008,make16,model249
sku826,2003,make25,model288
sku441,1990,make39,model330
sku924,1995,make11,model202
sku341,1991,make19,model17
sku549,2008,make48,model8
sku420,2013,make7,model200
sku246,1993,make50,model46
sku898,1997,make30,model362
sku852,1991,make15,model146
sku95,1991,make48,model9
sku288,1994,make22,model315
sku225,2008,make34,model387
sku533,2004,make40,model476
sku608,2012,make18,model427
sku59,1998,make48,model479
sku643,2002,make34,model247
sku611,2013,make40,model353
sku43,2007,make37,model166
sku906,1993,make48,model65
sku924,2004,make46,model229
sku235,2006,make21,model421
sku615,2008,make35,model337
sku104,2005,make32,model373
sku172,1997,make12,model392
sku287,1990,make25,model165
sku760,1995,make33,model333
sku353,2004,make40,model139
sku237,2006,make37,model236
sku390,1993,make16,model3
sku903,1990,make34,model3
sku647,1997,make38,model410
sku616,2013,make31,model452
sku15,1992,make12,model388
sku299,2011,make22,model326
sku509,1995,make47,model373
sku934,2005,make11,model162
sku804,2002,make17,model353
sku538,1990,make36,model92
sku312,2001,make1,model464
sku453,2004,make42,model234
sku691,1991,make13,model495
sku952,2006,make33,model230
sku917,2003,make11,model426
sku230,2000,make9,model17
sku952,2002,make37,model245
sku506,2000,make34,model409
sku912,2006,make38,model182
sku277,2003,make42,model484
sku634,1991,make48,model293
sku756,2004,make3,model337
sku165,1995,make27,model197
sku671,2006,make22,model311
sku197,1993,make6,model351
sku614,2008,make26,model263
sku456,1996,make45,model367
sku835,2007,make35,model234
sku793,2005,make3,model274
sku252,1992,make12,model208
sku345,2007,make41,model8
sku439,1995,make32,model318
sku399,2007,make17,model6
sku528,2010,make27,model492
sku118,2000,make36,model477
sku144,1999,make21,model469
sku70,2001,make25,model161
sku568,2006,make37,model456
sku448,2003,make47,model443
sku780,2003,make27,model90
sku308,2010,make10,model418
sku714,2007,make41,model416
sku151,2002,make40,model148
sku949,1994,make12,model9
sku676,2007,make17,model122
sku421,1991,make8,model434
sku619,1991,make38,model200
sku642,1996,make29,model475
sku133,2008,make40,model424
sku494,2004,make34,model323
sku137,2001,make47,model43
sku665,1994,make6,model170
sku886,2000,make30,model154
sku514,2007,make9,model67
sku818,2012,make27,model230
sku202,1992,make21,model167
sku876,1994,make9,model185
sku795,2010,make1,model466
sku319,2012,make1,model492
sku124,1992,make17,model5
sku557,2011,make16,model36
sku642,2001,make11,model230
sku416,2007,make46,model309
sku843,1997,make48,model359
sku520,1993,make5,model158
sku988,1992,make13,model153
sku53,1996,make15,model89
sku378,2004,make10,model468
sku516,2002,make1,model79
sku989,1995,make31,model203
sku944,2002,make2,model393
sku863,2013,make26,model191
sku101,2004,make35,model45
sku690,2012,make20,model372
sku202,2006,make46,model290
sku293,1992,make26,model405
sku604,2002,make49,model296
sku729,2004,make50,model336
sku119,1990,make23,model491
sku988,2013,make19,model45
sku550,1991,make9,model120
sku1000,2003,make50,model101
sku252,2011,make40,model272
sku2,1997,make18,model303
sku815,1997,make10,model272
sku903,1994,make11,model11
sku209,2006,make1,model99
sku632,1998,make15,model91
sku424,2001,make21,model212
sku31,1999,make32,model141
sku298,1999,make42,model150
sku701,1994,make46,model258
sku497,1992,make3,model200
sku293,1996,make22,model251
sku944,2000,make35,model288
sku788,2013,make38,model106
sku443,1994,make32,model237
sku572,1996,make38,model435
sku667,2003,make9,model184
sku758,1991,make45,model128
sku173,2012,make33,model233
sku212,1991,make49,model78
sku497,2005,make37,model143
sku646,2001,make25,model45
sku656,1993,make29,model114
sku392,1997,make5,model29
sku896,1996,make22,model327
sku338,1997,make46,model255
sku246,2003,make49,model229
sku635,2012,make31,model66
sku606,1998,make21,model126
sku823,2011,make17,model239
sku44,2011,make36,model218
sku216,2009,make25,model56
sku69,2012,make39,model204
sku224,2006,make46,model235
sku232,2011,make47,model433
sku832,2002,make50,model219
sku877,1999,make35,model350
sku324,1990,make9,model184
sku928,2011,make41,model72
sku686,1997,make13,model378
sku213,1990,make9,model219
sku689,1991,make46,model461
sku968,2009,make40,model400
sku370,2008,make12,model124
sku194,2012,make48,model259
sku952,1992,make45,model440
sku5,2006,make2,model346
sku981,1996,make23,model97
sku297,2004,make32,model493
sku682,2002,make46,model325
sku369,2006,make23,model369
sku473,2006,make50,model334
sku608,2012,make10,model280
sku52,1991,make22,model28
sku754,2001,make38,model368
sku741,1994,make47,model19
sku796,2003,make2,model239
sku94,2012,make7,model231
sku618,2003,make10,model46
sku256,1994,make38,model432
sku113,2012,make22,model82
sku9,2010,make11,model382
sku324,2013,make25,model32
sku157,2000,make6,model477
sku982,1992,make22,model38
sku50,2003,make27,model334
sku127,2007,make38,model191
sku920,2002,make13,model16
sku457,2006,make10,model233
sku531,1999,make12,model427
sku382,2007,make46,model270
sku147,1990,make25,model64
sku140,2012,make11,model95
sku473,2007,make43,model300
sku474,2004,make50,model197
sku129,1995,make22,model293
sku895,2004,make3,model213
sku36,1996,make14,model209
sku1000,1994,make48,model74
sku214,2000,make14,model177
sku365,2001,make28,model419
sku215,1999,make22,model345
sku12,1999,make5,model71
sku643,2002,make37,model269
sku127,2008,make49,model82
sku53,1995,make29,model27
sku437,2002,make10,model325
sku981,2001,make1,model173
sku950,2003,make10,model83
sku943,2004,make43,model478
sku34,2012,make5,model338
sku442,2009,make11,model285
sku596,1994,make37,model324
sku416,1997,make35,model426
sku846,2011,make26,model413
sku372,2002,make9,model161
sku50,1998,make25,model496
sku970,1998,make48,model2
sku273,1990,make34,model357
sku861,2011,make15,model228
sku67,1990,make6,model241
sku324,2009,make17,model85
sku702,2010,make50,model37
sku340,1993,make20,model195
sku517,2011,make20,model244
sku217,1997,make25,model245
sku367,1994,make11,model114
sku60,2001,make35,model64
sku498,2008,make31,model411
sku589,2012,make50,model145
sku777,2013,make19,model58
sku148,2008,make26,model333
sku635,2011,make8,model426
sku210,2005,make17,model289
sku808,2003,make41,model434
sku28,2001,make50,model263
sku271,2004,make18,model430
sku544,1998,make8,model160
sku317,2002,make22,model233
sku266,2012,make7,model451
sku824,1996,make38,model17
sku921,1992,make31,model365
sku634,1999,make30,model331
sku898,2004,make10,model85
sku191,2002,make2,model367
sku865,1994,make3,model91
sku686,2001,make33,model476
sku428,2008,make43,model126
sku56,2004,make15,model488
sku694,2011,make36,model164
sku307,1997,make50,model102
sku888,1994,make19,model40
sku703,1999,make41,model284
sku575,2010,make38,model130
sku354,1999,make11,model391
sku168,1991,make2,model112
sku666,1997,make10,model180
sku211,2011,make35,model259
sku201,2006,make37,model45
sku844,1992,make9,model273
sku493,2013,make6,model34
sku844,2010,make17,model99
sku252,2002,make49,model210
sku601,1990,make33,model133
sku328,2010,make32,model269
sku743,1997,make3,model472
sku981,2008,make2,model413
sku869,1994,make19,model181
sku176,2001,make22,model10
sku341,2008,make11,model297
sku290,1994,make1,model446
sku205,2005,make8,model266
sku496,2008,make4,model119
sku89,1992,make9,model35
sku900,1995,make45,model385
sku409,1996,make7,model292
sku745,2003,make31,model43
sku310,2009,make34,model300
sku14,2006,make25,model109
sku346,2005,make38,model421
sku426,2009,make4,model257
sku943,1996,make30,model422
sku469,2001,make31,model439
sku739,2007,make24,model242
sku298,1991,make29,model304
sku884,1995,make11,model449
sku939,2006,make6,model143
sku342,2010,make7,model384
sku682,1994,make14,model312
sku463,2010,make24,model466
sku339,1991,make41,model39
sku817,1996,make29,model57
sku334,1993,make37,model109
sku379,2012,make6,model159
sku623,1995,make31,model482
sku90,2007,make37,model386
sku932,1990,make20,model197
sku873,2010,make17,model106
sku936,1993,make15,model376
sku404,2010,make44,model369
sku982,2004,make48,model180
sku513,1991,make34,model68
sku291,1996,make5,model191
sku6,2009,make8,model469
sku839,2003,make17,model356
sku403,2005,make47,model169
sku791,1995,make5,model97
sku63,2012,make47,model22
sku541,2011,make21,model27
sku947,1991,make10,model119
sku358,1996,make31,model182
sku115,2008,make16,model477
sku312,2005,make34,model357
sku288,2004,make3,model40
sku800,1993,make14,model431
sku95,1994,make46,model318
sku83,1997,make35,model15
sku388,2010,make14,model373
sku161,2011,make6,model138
sku653,1999,make12,model482
sku41,2011,make34,model165
sku481,2007,make21,model141
sku870,2006,make8,model483
sku879,1991,make30,model481
sku356,1996,make50,model372
sku162,1996,make25,model162
sku142,2004,make30,model397
sku5,2009,make38,model23
sku720,2000,make19,model101
sku164,2008,make25,model17
sku457,2004,make50,model168
sku669,2004,make15,model12
sku884,1996,make39,model23
sku545,1996,make19,model343
sku851,2013,make24,model428
sku791,1995,make46,model255
sku672,1996,make36,model418
sku54,1994,make44,model255
sku813,2010,make43,model241
sku462,1993,make26,model173
sku429,1996,make20,model487
sku526,2008,make33,model189
sku721,1993,make12,model256
sku375,1993,make2,model24
sku406,2007,make45,model230
sku921,2007,make49,model367
sku615,2009,make11,model38
sku956,2007,make22,model193
sku991,2009,make18,model259
sku568,1990,make45,model145
sku155,1992,make40,model265
sku257,2009,make29,model332
sku551,2000,make7,model236
sku206,1992,make11,model410
sku904,2000,make45,model430
sku137,1997,make13,model64
sku128,2004,make33,model348
sku619,2002,make50,model387
sku660,2008,make16,model459
sku602,2011,make29,model77
sku336,2006,make32,model271
sku789,2009,make19,model346
sku245,1996,make28,model191
sku574,2009,make26,model351
sku397,1993,make20,model8
sku687,1999,make40,model174
sku162,1992,make14,model382
sku968,2010,make46,model152
sku540,2002,make43,model165
sku365,1994,make2,model305
sku462,2003,make50,model18
sku367,2001,make37,model382
sku649,1993,make39,model168
sku513,2003,make35,model337
sku655,2012,make22,model312
sku785,1998,make47,model163
sku890,2008,make33,model128
sku974,2006,make44,model218
sku245,2010,make24,model306
sku351,1994,make19,model500
sku340,1993,make17,model426
sku717,1990,make27,model186
sku959,2013,make50,model372
sku313,2012,make4,model102
sku689,2007,make23,model332
sku395,1997,make5,model320
sku173,2003,make13,model262
sku777,2004,make27,model58
sku774,2010,make49,model246
sku871,2001,make44,model415
sku455,2010,make29,model384
sku776,2005,make49,model232
sku363,2000,make7,model379
sku746,1995,make20,model460
sku794,2005,make23,model285
sku267,2013,make35,model21
sku819,2005,make27,model345
sku147,1999,make26,model301
sku249,1992,make19,model12
sku732,1998,make25,model48
sku765,2004,make43,model256
sku839,1995,make22,model317
sku889,2010,make11,model78
sku834,2011,make10,model327
sku541,2007,make18,model344
sku119,2010,make15,model184
sku952,2005,make20,model342
sku996,2011,make39,model381
sku493,2005,make14,model166
sku873,2006,make49,model381
sku570,1993,make46,model202
sku52,1992,make3,model296
sku838,1999,make14,model478
sku259,2003,make17,model105
sku224,2007,make45,model110
sku592,2006,make49,model43
sku299,1996,make21,model86
sku950,1999,make47,model260
sku544,2010,make47,model298
sku961,2013,make10,model400
sku377,2001,make38,model318
sku32,1991,make43,model128
sku791,2007,make24,model192
sku408,2000,make24,model354
sku706,2011,make44,model328
sku261,2009,make9,model402
sku660,1992,make20,model311
sku75,2004,make21,model226
sku50,1994,make5,model41
sku250,2012,make17,model20
sku667,2009,make22,model38
sku268,2011,make40,model487
sku770,2005,make32,model15
sku470,2009,make42,model65
sku899,1995,make38,model487
sku816,1994,make22,model433
sku342,2002,make48,model296
sku440,1996,make32,model54
sku97,1991,make10,model182
sku941,2013,make17,model355
sku621,2013,make37,model46
sku765,2003,make11,model332
sku804,2013,make32,model310
sku139,1991,make25,model240
sku571,2000,make4,model5
sku716,2006,make6,model407
sku754,1997,make9,model347
sku259,2002,make21,model440
sku475,1993,make49,model120
sku716,1994,make46,model260
sku160,2002,make7,model149
sku599,2004,make39,model85
sku55,2010,make9,model385
sku549,1997,make30,model151
sku592,2008,make50,model426
sku269,1999,make37,model372
sku542,2006,make50,model129
sku890,2011,make39,model25
sku421,2011,make18,model10
sku537,1992,make10,model296
sku971,1998,make19,model260
sku663,2012,make42,model128
sku699,2009,make6,model484
sku215,2010,make36,model378
sku535,2006,make1,model212
sku573,2008,make24,model497
sku702,2009,make1,model120
sku942,1994,make42,model457
sku569,1994,make22,model116
sku131,1996,make25,model415
sku69,2004,make40,model142
sku425,2002,make2,model480
sku196,1991,make20,model385
sku840,2010,make39,model271
sku673,2008,make39,model308
sku976,2004,make27,model272
sku797,2013,make39,model464
sku214,1996,make38,model141
sku850,2003,make29,model137
sku57,2004,make12,model126
sku656,2004,make1,model248
sku469,2008,make2,model71
sku556,2009,make38,model266
sku424,1996,make4,model110
sku244,2010,make8,model229
sku109,2011,make37,model480
sku452,1997,make12,model254
sku909,2001,make38,model282
sku80,2008,make3,model274
sku560,1992,make35,model58
sku910,2000,make33,model167
sku730,2007,make28,model487
sku568,2006,make22,model339
sku597,1994,make32,model25
sku474,2010,make28,model191
sku333,1997,make48,model206
sku94,1990,make48,model327
sku97,2005,make39,model4
sku95,1999,make17,model413
sku131,2011,make40,model350
sku587,1995,make19,model92
sku399,1990,make12,model436
sku879,2008,make13,model106
sku103,1994,make32,model98
sku202,2003,make43,model150
sku232,2004,make16,model164
sku28,2005,make8,model80
sku534,2012,make43,model60
sku178,1995,make16,model289
sku243,2002,make23,model61
sku324,2006,make17,model213
sku901,2012,make32,model51
sku537,2001,make21,model385
sku87,2006,make5,model57
sku349,1995,make14,model441
sku196,1993,make1,model187
sku362,1997,make48,model303
sku840,1999,make37,model82
sku99,1991,make30,model500
sku11,1995,make6,model274
sku681,2002,make16,model384
sku206,1999,make45,model277
sku658,1993,make22,model427
sku282,2000,make12,model322
sku740,1994,make13,model290
sku574,2013,make38,model336
sku29,1997,make34,model20
sku542,2008,make30,model111
sku272,2011,make50,model239
sku315,2010,make2,model487
sku22,2001,make42,model152
sku900,1991,make48,model320
sku229,1994,make11,model401
sku165,2013,make24,model97
sku292,1993,make12,model417
sku915,2009,make3,model94
sku724,1991,make34,model19
sku912,2006,make1,model467
sku156,2010,make12,model28
sku889,1994,make35,model59
sku375,2011,make46,model270
sku873,1999,make37,model82
sku536,2013,make50,model226
sku784,1991,make32,model254
