"year","make","model","option","category","subcategory","country"
"1995","Honda","Prelude","VTEC","Car","Light Duty","USA"
"1997","Audi","A8 Quattro","Base","Car","Light Duty","USA"
"1997","Volkswagen","EuroVan","Camper","Van","Light Duty","USA"
"1997","Honda","Passport","EX","Truck","Light Duty","USA"
"1997","Honda","Passport","LX","Truck","Light Duty","USA"
"1998","Audi","A6","Base","Car","Light Duty","USA"
"1998","Volkswagen","Jetta","TDI","Car","Light Duty","USA"
"1998","Volkswagen","Jetta","GL","Car","Light Duty","USA"
"1998","Volkswagen","Jetta","GLS","Car","Light Duty","USA"
"1998","Volkswagen","Jetta","GLX","Car","Light Duty","USA"
"1998","Volkswagen","Jetta","GT","Car","Light Duty","USA"
"1998","Volkswagen","Jetta","K2","Car","Light Duty","USA"
"1998","Volkswagen","Jetta","Wolfsburg Edition","Car","Light Duty","USA"
"1998","Volkswagen","Passat","GLS","Car","Light Duty","USA"
"1998","Volkswagen","Passat","GLX","Car","Light Duty","USA"
"1999","Audi","A4","Base","Car","Light Duty","USA"
"1999","Audi","A4 Quattro","Base","Car","Light Duty","USA"
"1999","Audi","A4 Quattro","Avant","Car","Light Duty","USA"
"1999","Audi","A8 Quattro","Base","Car","Light Duty","USA"
"2000","Volkswagen","Beetle","GL","Car","Light Duty","USA"
"2000","Volkswagen","Beetle","GLS","Car","Light Duty","USA"
"2000","Volkswagen","Beetle","GLX","Car","Light Duty","USA"
"1980","Honda","Prelude","Base","Car","Light Duty","USA"
"1982","Honda","Prelude","Base","Car","Light Duty","USA"
"1983","Honda","Prelude","Base","Car","Light Duty","USA"
"1984","Honda","Prelude","Base","Car","Light Duty","USA"
"1985","Honda","Prelude","Base","Car","Light Duty","USA"
"1985","Honda","Prelude","2.0 Si","Car","Light Duty","USA"
"1990","Honda","Prelude","2.0 S","Car","Light Duty","USA"
"1998","Honda","CR-V","EX","Truck","Light Duty","USA"
"1998","Honda","CR-V","LX","Truck","Light Duty","USA"
"1989","Honda","CRX","HF","Car","Light Duty","USA"
"1989","Honda","CRX","Base","Car","Light Duty","USA"
"1990","Honda","CRX","Base","Car","Light Duty","USA"
"1990","Honda","CRX","HF","Car","Light Duty","USA"
"1991","Honda","CRX","Base","Car","Light Duty","USA"
"1991","Honda","CRX","HF","Car","Light Duty","USA"
"1998","Honda","Odyssey","EX","Van","Light Duty","USA"
"1998","Honda","Odyssey","LX","Van","Light Duty","USA"
"2000","Audi","TT Quattro","Base","Car","Light Duty","USA"
"2001","Audi","A4 Quattro","Base","Car","Light Duty","USA"
"2001","Audi","A4 Quattro","Avant","Car","Light Duty","USA"
"2001","Volkswagen","Passat","GLS","Car","Light Duty","USA"
"2001","Volkswagen","Passat","GLX","Car","Light Duty","USA"
"2001","Audi","TT","Base","Car","Light Duty","USA"
"2002","Audi","A4 Quattro","Base","Car","Light Duty","USA"
"2002","Audi","A4 Quattro","Avant","Car","Light Duty","USA"
"2002","Volkswagen","Cabrio","GL","Car","Light Duty","USA"
"2002","Volkswagen","Cabrio","GLS","Car","Light Duty","USA"
"2002","Volkswagen","Cabrio","GLX","Car","Light Duty","USA"
"2002","Volkswagen","Jetta","GL","Car","Light Duty","USA"
"2002","Volkswagen","Jetta","GLS","Car","Light Duty","USA"
"2002","Volkswagen","Jetta","GLI","Car","Light Duty","USA"
"2002","Volkswagen","Jetta","GLX","Car","Light Duty","USA"
"2002","Audi","S6","Avant","Car","Light Duty","USA"
"2003","Audi","A8 Quattro","Base","Car","Light Duty","USA"
"2003","Audi","A8 Quattro","L","Car","Light Duty","USA"
"2003","Volkswagen","Beetle","GL","Car","Light Duty","USA"
"2003","Volkswagen","Beetle","GLS","Car","Light Duty","USA"
"2003","Volkswagen","Beetle","GLX","Car","Light Duty","USA"
"2003","Volkswagen","Beetle","Turbo S","Car","Light Duty","USA"
"2003","Audi","S6","Avant","Car","Light Duty","USA"
"2001","Honda","Odyssey","EX","Van","Light Duty","USA"
"2001","Honda","Odyssey","LX","Van","Light Duty","USA"
"1995","Lexus","ES300","Base","Car","Light Duty","USA"
"2003","Honda","Odyssey","EX","Van","Light Duty","USA"
"2003","Honda","Odyssey","LX","Van","Light Duty","USA"
"1993","Honda","Civic del Sol","S","Car","Light Duty","USA"
"1993","Honda","Civic del Sol","Si","Car","Light Duty","USA"
"1995","Honda","Civic del Sol","S","Car","Light Duty","USA"
"1995","Honda","Civic del Sol","Si","Car","Light Duty","USA"
"1995","Honda","Civic del Sol","VTEC","Car","Light Duty","USA"
"1997","Honda","Civic del Sol","S","Car","Light Duty","USA"
"1997","Honda","Civic del Sol","Si","Car","Light Duty","USA"
"1997","Honda","Civic del Sol","VTEC","Car","Light Duty","USA"
"2003","Lexus","ES300","Base","Car","Light Duty","USA"
"1993","Lexus","GS300","Base","Car","Light Duty","USA"
"1995","Lexus","GS300","Base","Car","Light Duty","USA"
"1996","Lexus","GS300","Base","Car","Light Duty","USA"
"1998","Lexus","GS300","Base","Car","Light Duty","USA"
"2000","Lexus","GS300","Base","Car","Light Duty","USA"
"2001","Lexus","GS300","Base","Car","Light Duty","USA"
"2000","Lexus","GS400","Base","Car","Light Duty","USA"
"2003","Lexus","GS430","Base","Car","Light Duty","USA"
"2001","Lexus","LS430","Base","Car","Light Duty","USA"
"1985","Honda","Civic","Base","Car","Light Duty","USA"
"1993","Lexus","SC300","Base","Car","Light Duty","USA"
"1994","Lexus","SC300","Base","Car","Light Duty","USA"
"1999","Lexus","SC300","Base","Car","Light Duty","USA"
"2003","Lexus","SC430","Base","Car","Light Duty","USA"
"1985","Honda","Civic","DX","Car","Light Duty","USA"
"1985","Honda","Civic","1500 S","Car","Light Duty","USA"
"1987","Honda","Civic","Base","Car","Light Duty","USA"
"1987","Honda","Civic","DX","Car","Light Duty","USA"
"2002","Honda","Accord","EX","Car","Light Duty","USA"
"2002","Honda","Accord","LX","Car","Light Duty","USA"
"2002","Honda","Accord","SE","Car","Light Duty","USA"
"2002","Honda","Accord","DX","Car","Light Duty","USA"
"2002","Honda","Accord","Value Package","Car","Light Duty","USA"
"1977","Honda","Civic","1200","Car","Light Duty","USA"
"1977","Honda","Civic","CVCC","Car","Light Duty","USA"
"1982","Honda","Civic","1300","Car","Light Duty","USA"
"1982","Honda","Civic","1300 FE","Car","Light Duty","USA"
"1982","Honda","Civic","1500 DX","Car","Light Duty","USA"
"1982","Honda","Civic","1500 GL","Car","Light Duty","USA"
"1982","Honda","Civic","Base","Car","Light Duty","USA"
"1990","Honda","Accord","DX","Car","Light Duty","USA"
"1990","Honda","Accord","EX","Car","Light Duty","USA"
"1990","Honda","Accord","LX","Car","Light Duty","USA"
"1993","Honda","Accord","DX","Car","Light Duty","USA"
"1993","Honda","Accord","EX","Car","Light Duty","USA"
"1993","Honda","Accord","LX","Car","Light Duty","USA"
"1993","Honda","Accord","SE","Car","Light Duty","USA"
"1993","Honda","Accord","10th Anniversary","Car","Light Duty","USA"
"1994","Honda","Accord","DX","Car","Light Duty","USA"
"1994","Honda","Accord","EX","Car","Light Duty","USA"
"1994","Honda","Accord","LX","Car","Light Duty","USA"
"1999","Honda","Accord","EX","Car","Light Duty","USA"
"1999","Honda","Accord","LX","Car","Light Duty","USA"
"1999","Honda","Accord","DX","Car","Light Duty","USA"
"1977","Honda","Accord","Base","Car","Light Duty","USA"
"1978","Honda","Accord","Base","Car","Light Duty","USA"
"1978","Honda","Accord","LX","Car","Light Duty","USA"
"1981","Honda","Accord","Base","Car","Light Duty","USA"
"1981","Honda","Accord","LX","Car","Light Duty","USA"
"1981","Honda","Accord","SE","Car","Light Duty","USA"
"1998","Acura","RL","Base","Car","Light Duty","USA"
"1998","Acura","RL","Premium","Car","Light Duty","USA"
"1998","Acura","RL","SE","Car","Light Duty","USA"
"1999","Acura","RL","Premium","Car","Light Duty","USA"
"2000","Acura","RL","Premium","Car","Light Duty","USA"
"2003","Acura","RSX","Base","Car","Light Duty","USA"
"2003","Acura","RSX","L","Car","Light Duty","USA"
"2003","Acura","RSX","Type-S","Car","Light Duty","USA"
"1994","Acura","Vigor","GS","Car","Light Duty","USA"
"1994","Acura","Vigor","LS","Car","Light Duty","USA"
"1990","Acura","Legend","Base","Car","Light Duty","USA"
"1990","Acura","Legend","L","Car","Light Duty","USA"
"1990","Acura","Legend","LS","Car","Light Duty","USA"
"1992","Acura","Legend","L","Car","Light Duty","USA"
"1992","Acura","Legend","LS","Car","Light Duty","USA"
"1992","Acura","Legend","Base","Car","Light Duty","USA"
"1994","Acura","Legend","L","Car","Light Duty","USA"
"1994","Acura","Legend","LS","Car","Light Duty","USA"
"1994","Acura","Legend","GS","Car","Light Duty","USA"
"2001","Acura","Integra","GS","Car","Light Duty","USA"
"2001","Acura","Integra","LS","Car","Light Duty","USA"
"2001","Acura","Integra","Type R","Car","Light Duty","USA"
"1986","Acura","Legend","Base","Car","Light Duty","USA"
"1988","Merkur","XR4Ti","Base","Car","Light Duty","USA"
"1999","Acura","CL","Premium","Car","Light Duty","USA"
"1989","Acura","Integra","LS","Car","Light Duty","USA"
"1989","Acura","Integra","RS","Car","Light Duty","USA"
"1997","Mercury","Tracer","LS","Car","Light Duty","USA"
"1991","Mercury","Tracer","LTS","Car","Light Duty","USA"
"1997","Mercury","Tracer","Trio","Car","Light Duty","USA"
"2000","Mercury","Villager","Estate","Van","Light Duty","USA"
"1998","Mercury","Villager","GS","Van","Light Duty","USA"
"2005","Kia","Sportage","LX","Truck","Light Duty","USA"
"2005","Kia","Sportage","EX","Truck","Light Duty","USA"
"2000","Mercury","Villager","Base","Van","Light Duty","USA"
"1998","Mercury","Villager","LS","Van","Light Duty","USA"
"1998","Mercury","Villager","Nautica","Van","Light Duty","USA"
"2000","Mercury","Villager","Sport","Van","Light Duty","USA"
"2008","Saab","9-3","Aero XWD","Car","Light Duty","USA"
"2008","Kia","Sedona","EX","Van","Light Duty","USA"
"2004","Porsche","911","40th Anniversary Edition","Car","Light Duty","USA"
"1985","Mercury","Topaz","LS","Car","Light Duty","USA"
"1995","Audi","S6","Avant","Car","Light Duty","USA"
"1989","Mercury","Tracer","Base","Car","Light Duty","USA"
"1991","Mercury","Tracer","Base","Car","Light Duty","USA"
"1999","Mercury","Tracer","GS","Car","Light Duty","USA"
"1999","Mercury","Tracer","LS","Car","Light Duty","USA"
"1991","Mercury","Tracer","Trio","Car","Light Duty","USA"
"1999","Mercury","Tracer","Trio","Car","Light Duty","USA"
"1997","Mercury","Tracer","GS","Car","Light Duty","USA"
"1996","Mercury","Sable","G","Car","Light Duty","USA"
"1991","Mercury","Sable","GS","Car","Light Duty","USA"
"1996","Mercury","Sable","GS","Car","Light Duty","USA"
"1997","Mercury","Sable","GS","Car","Light Duty","USA"
"1998","Mercury","Sable","GS","Car","Light Duty","USA"
"1999","Mercury","Sable","GS","Car","Light Duty","USA"
"1991","Mercury","Sable","LS","Car","Light Duty","USA"
"1996","Mercury","Sable","LS","Car","Light Duty","USA"
"1997","Mercury","Sable","LS","Car","Light Duty","USA"
"1998","Mercury","Sable","LS","Car","Light Duty","USA"
"1999","Mercury","Sable","LS","Car","Light Duty","USA"
"1998","Mercury","Sable","LS Premium","Car","Light Duty","USA"
"1996","Mercury","Sable","LTS","Car","Light Duty","USA"
"1985","Mercury","Topaz","Base","Car","Light Duty","USA"
"1985","Mercury","Topaz","GS","Car","Light Duty","USA"
"1993","Mercury","Topaz","GS","Car","Light Duty","USA"
"1976","Mercury","Marquis","Base","Car","Light Duty","USA"
"1982","Mercury","Marquis","Base","Car","Light Duty","USA"
"1976","Mercury","Marquis","Brougham","Car","Light Duty","USA"
"1982","Mercury","Marquis","Brougham","Car","Light Duty","USA"
"1976","Mercury","Marquis","Colony Park","Car","Light Duty","USA"
"1975","Mercury","Monarch","Base","Car","Light Duty","USA"
"1977","Mercury","Monarch","Base","Car","Light Duty","USA"
"1980","Mercury","Monarch","Base","Car","Light Duty","USA"
"1975","Mercury","Monarch","Ghia","Car","Light Duty","USA"
"1977","Mercury","Monarch","Ghia","Car","Light Duty","USA"
"1975","Mercury","Montego","Base","Car","Light Duty","USA"
"1975","Mercury","Montego","MX","Car","Light Duty","USA"
"1975","Mercury","Montego","Brougham","Car","Light Duty","USA"
"1975","Mercury","Montego","Villager","Car","Light Duty","USA"
"1997","Mercury","Mountaineer","Base","Truck","Light Duty","USA"
"2002","Mercury","Mountaineer","Base","Truck","Light Duty","USA"
"1999","Mercury","Mystique","GS","Car","Light Duty","USA"
"1999","Mercury","Mystique","LS","Car","Light Duty","USA"
"1990","Mercury","Grand Marquis","LS","Car","Light Duty","USA"
"1996","Mercury","Grand Marquis","LS","Car","Light Duty","USA"
"1999","Mercury","Grand Marquis","LS","Car","Light Duty","USA"
"2001","Mercury","Grand Marquis","LS","Car","Light Duty","USA"
"1979","Mercury","Grand Marquis","Base","Car","Light Duty","USA"
"1980","Mercury","Grand Marquis","Base","Car","Light Duty","USA"
"1982","Mercury","Grand Marquis","Base","Car","Light Duty","USA"
"1983","Mercury","LN7","Base","Car","Light Duty","USA"
"1983","Mercury","LN7","Grand Sport","Car","Light Duty","USA"
"1983","Mercury","LN7","RS","Car","Light Duty","USA"
"1983","Mercury","LN7","Sport","Car","Light Duty","USA"
"1981","Mercury","Lynx","Base","Car","Light Duty","USA"
"1984","Mercury","Lynx","Base","Car","Light Duty","USA"
"1981","Mercury","Lynx","GL","Car","Light Duty","USA"
"1984","Mercury","Lynx","GL","Car","Light Duty","USA"
"1981","Mercury","Lynx","GS","Car","Light Duty","USA"
"1984","Mercury","Lynx","GS","Car","Light Duty","USA"
"1981","Mercury","Lynx","LS","Car","Light Duty","USA"
"1981","Mercury","Lynx","RS","Car","Light Duty","USA"
"1984","Mercury","Lynx","RS","Car","Light Duty","USA"
"1984","Mercury","Lynx","LS","Car","Light Duty","USA"
"1984","Mercury","Lynx","LTS","Car","Light Duty","USA"
"1999","Lexus","LX470","Base","Truck","Light Duty","USA"
"2000","Lexus","LX470","Base","Truck","Light Duty","USA"
"1983","Mercury","Cougar","LS","Car","Light Duty","USA"
"1985","Mercury","Cougar","LS","Car","Light Duty","USA"
"1986","Mercury","Cougar","LS","Car","Light Duty","USA"
"1975","Mercury","Cougar","XR-7","Car","Light Duty","USA"
"1985","Mercury","Cougar","XR-7","Car","Light Duty","USA"
"1986","Mercury","Cougar","XR-7","Car","Light Duty","USA"
"1987","Mercury","Cougar","LS","Car","Light Duty","USA"
"1981","Mercury","Cougar","XR-7","Car","Light Duty","USA"
"1987","Mercury","Cougar","XR-7","Car","Light Duty","USA"
"1990","Mercury","Grand Marquis","GS","Car","Light Duty","USA"
"1996","Mercury","Grand Marquis","GS","Car","Light Duty","USA"
"1999","Mercury","Grand Marquis","GS","Car","Light Duty","USA"
"2001","Mercury","Grand Marquis","GS","Car","Light Duty","USA"
"1980","Mercury","Capri","Base","Car","Light Duty","USA"
"1991","Mercury","Capri","Base","Car","Light Duty","USA"
"1980","Mercury","Capri","Ghia","Car","Light Duty","USA"
"1991","Mercury","Capri","XR2","Car","Light Duty","USA"
"1979","Mercury","Grand Marquis","Colony Park","Car","Light Duty","USA"
"1980","Mercury","Grand Marquis","Colony Park","Car","Light Duty","USA"
"1982","Mercury","Grand Marquis","Colony Park","Car","Light Duty","USA"
"1981","Mercury","Cougar","Base","Car","Light Duty","USA"
"1983","Mercury","Cougar","Base","Car","Light Duty","USA"
"1985","Mercury","Cougar","Base","Car","Light Duty","USA"
"1986","Mercury","Cougar","Base","Car","Light Duty","USA"
"1993","Lincoln","Town Car","Executive","Car","Light Duty","USA"
"1995","Lincoln","Town Car","Executive","Car","Light Duty","USA"
"1998","Lincoln","Town Car","Executive","Car","Light Duty","USA"
"1993","Lincoln","Town Car","Jack Nicklaus","Car","Light Duty","USA"
"1993","Lincoln","Town Car","Cypress","Car","Light Duty","USA"
"1995","Lincoln","Town Car","Cypress","Car","Light Duty","USA"
"1987","Lincoln","Town Car","Signature","Car","Light Duty","USA"
"1993","Lincoln","Town Car","Signature","Car","Light Duty","USA"
"1995","Lincoln","Town Car","Signature","Car","Light Duty","USA"
"1998","Lincoln","Town Car","Signature","Car","Light Duty","USA"
"1993","Lincoln","Town Car","Touring Edition","Car","Light Duty","USA"
"1995","Lincoln","Town Car","Touring Edition","Car","Light Duty","USA"
"1977","Mercury","Bobcat","Base","Car","Light Duty","USA"
"1978","Mercury","Bobcat","Base","Car","Light Duty","USA"
"1977","Mercury","Bobcat","Runabout","Car","Light Duty","USA"
"1978","Mercury","Bobcat","Runabout","Car","Light Duty","USA"
"1977","Mercury","Bobcat","Villager","Car","Light Duty","USA"
"1978","Mercury","Bobcat","Villager","Car","Light Duty","USA"
"1983","Lincoln","Town Car","Base","Car","Light Duty","USA"
"1985","Lincoln","Town Car","Base","Car","Light Duty","USA"
"1986","Lincoln","Town Car","Base","Car","Light Duty","USA"
"1987","Lincoln","Town Car","Base","Car","Light Duty","USA"
"2000","Lincoln","Town Car","Base","Car","Light Duty","USA"
"1983","Lincoln","Town Car","Cartier","Car","Light Duty","USA"
"1985","Lincoln","Town Car","Cartier","Car","Light Duty","USA"
"1986","Lincoln","Town Car","Cartier","Car","Light Duty","USA"
"2000","Lincoln","Town Car","Executive","Car","Light Duty","USA"
"1983","Lincoln","Town Car","Signature","Car","Light Duty","USA"
"1985","Lincoln","Town Car","Signature","Car","Light Duty","USA"
"1986","Lincoln","Town Car","Signature","Car","Light Duty","USA"
"2000","Lincoln","Town Car","Signature","Car","Light Duty","USA"
"1987","Lincoln","Town Car","Cartier","Car","Light Duty","USA"
"1993","Lincoln","Town Car","Cartier","Car","Light Duty","USA"
"1995","Lincoln","Town Car","Cartier","Car","Light Duty","USA"
"1998","Lincoln","Town Car","Cartier","Car","Light Duty","USA"
"2000","Lincoln","Town Car","Cartier","Car","Light Duty","USA"
"1993","Lincoln","Town Car","Base","Car","Light Duty","USA"
"1995","Lincoln","Town Car","Base","Car","Light Duty","USA"
"1998","Lincoln","Town Car","Base","Car","Light Duty","USA"
"1993","Lincoln","Continental","Signature","Car","Light Duty","USA"
"1994","Lincoln","Continental","Signature","Car","Light Duty","USA"
"1996","Lincoln","Continental","Spinmaker Edition","Car","Light Duty","USA"
"2002","Lincoln","LS","Base","Car","Light Duty","USA"
"2002","Lincoln","LS","LSE","Car","Light Duty","USA"
"1975","Lincoln","Mark IV","Base","Car","Light Duty","USA"
"1983","Lincoln","Mark VI","Base","Car","Light Duty","USA"
"1983","Lincoln","Mark VI","Bill Blass","Car","Light Duty","USA"
"1983","Lincoln","Mark VI","Pucci","Car","Light Duty","USA"
"1983","Lincoln","Mark VI","Signature","Car","Light Duty","USA"
"1988","Lincoln","Mark VII","Bill Blass","Car","Light Duty","USA"
"1988","Lincoln","Mark VII","LSC","Car","Light Duty","USA"
"1995","Lincoln","Mark VIII","Base","Car","Light Duty","USA"
"1995","Lincoln","Mark VIII","LSC","Car","Light Duty","USA"
